Número na Processada	Nome do Museu	Natureza Administrativa	Instituição mantenedora	Endereço Visitação	Número Visitação	Complemento Visitação	Bairro Visitação	CEP Visitação	Município Visitação	UF Visitação	Longitude	Latitude	Endereço Correspondência	Número Correspondência	Complemento Correspondência	Caixa Postal	Bairro Correspondência	CEP Correspondência	Município Correspondência	UF Correspondência	Telefone	E-mail	Site	Antropologia e Etnografia	Arqueologia	Arquivístico	Artes Visuais	Ciências Naturais e História Natural	Ciência e Tecnologia	História	Imagem e Som	Virtual	Outros	2.3 -  Em relação à temática do museu, classifique a instituição em APENAS UMA   opção:	Ano de Abertura	Situação de funcionamento	Segunda_feira	Terça-feira	Quarta-feira	Quinta-feira	Sexta-feira	Sábado	Domingo	O ingresso ao Museu é cobrado?	Valor	[Bebedouro] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	[Estacionamento  ] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	[Guarda-volumes  ] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	[Livraria] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	[Loja] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	[Restaurante e/ou lanchonete] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	[Sanitário] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	[Teatro/Auditório ] 3.5 - Assinale as instalações básicas e serviços oferecidos pelo museu:	3.5.1 - Capacidade do teatro/auditório (assentos):	O Museu promove visitas guiadas?	O Museu possui infraestrutura para recebimento de turistas estrangeiros?	3.6.1 - O museu dispõe de sinalização visual em outro(s) idioma(s)?	3.6.2 - O museu oferece material de divulgação impresso em outros idiomas?	3.6.3 - O museu oferece audioguia em outros idiomas?	3.6.4 - O museu dispõe de guia/monitor/mediador que fala outro idioma?	3.7 - O museu possui infraestrutura para atender visitantes que apresentam dificuldade de locomoção?	[Bebedouro adaptado] 3.7.1 - Especifique:	[Cadeira de rodas para uso do visitante] 3.7.1 - Especifique:	[Circuito de visitação adaptado] 3.7.1 - Especifique:	[Corrimãos nas escadas e nas rampas] 3.7.1 - Especifique:	Elevadores com cabine e portas de entrada acessíveis para pessoa portadora de deficiência ou com mobilidade reduzida	Rampa de acesso	sanitários adaptados com equipamentos e acessórios próprios	[Telefone público adaptado] 3.7.1 - Especifique:	Vagas exclusivas em estacionamento	[Vaga de estacionamento exclusiva para idosos] 3.7.1 - Especifique:	3.8 - O museu oferece instalações e serviços destinados às pessoas com deficiências auditivas e visuais?	[Guia multimídia (audioguia com monitor)] 3.8.1 - Especifique:	[Maquetes táteis ou mapas em relevo do museu] 3.8.1 - Especifique:	[Obras e reproduções táteis] 3.8.1 - Especifique:	[Piso tátil] 3.8.1 - Especifique:	sinalização em braile	[Tradutor de Linguagem Brasileira de Sinais (LIBRAS)] 3.8.1 - Especifique:	textos/etiquetas em braile com informações sobre os objetos em exposição	O Museu possui arquivo histórico?	O arquivo tem acesso ao público?	O Museu possui biblioteca?	A biblioteca tem acesso ao público?	1.3 -  CNPJ:	2.2  -  Em relação à sua atividade principal, indique a opção que melhor caracterize a instituição:	2.2.1 -  A instituição possui acervo:	2.5 - O museu é de caráter comunitário?	2.5.1 - A comunidade realiza atividades museológicas (inventário participativo, museografia...)?	2.6 - O Museu é:	2.7 - Com relação ao acervo, indique a opção que melhor caracterize a instituição:	2.7.1 -  O comodato/empréstimo está formalizado por meio de documento legal?	2.7.2 - Especifique, em meses , a duração do comodato/empréstimo (havendo mais de um contrato especificar o de maior duração):	2.8 - Com relação às exposições, indique a opção que melhor caracterize a instituição:	2.9 - O museu é itinerante?	2.9.1 -  O museu depende de recursos financeiros de outra instituição para a itinerância da exposição?	2.10 -  O museu possui também acervo material?	2.10.1 - Esse acervo encontra-se em exposição presencial?	[O museu NÃO possui acervo em exposições em núcleo edificado] 2.11 - Marque a(s) opção(ões) que caracteriza(m) o museu:	[A exposição do museu está no próprio território] 2.11 - Marque a(s) opção(ões) que caracteriza(m) o museu:	[O museu possui núcleo(s) edificado(s) com acervo em exposição] 2.11 - Marque a(s) opção(ões) que caracteriza(m) o museu:	[O museu possui núcleo edificado apenas como sede técnico administrativa] 2.11 - Marque a(s) opção(ões) que caracteriza(m) o museu:	[O Museu NÃO possui núcleo edificado e NÃO possui sede técnico-administrativa] 2.11 - Marque a(s) opção(ões) que caracteriza(m) o museu:	[O acervo do museu é composto de núcleos edificados] 2.11 - Marque a(s) opção(ões) que caracteriza(m) o museu:	2.12 -  Identifique o tipo/categoria de manejo da Unidade de Conservação:	2.12.1 - Especifique:	2.12.2 - Especifique:	3.3 - O museu é aberto ao púbico em geral ou somente para públicos específicos?	4.1 - O museu possui instrumento de criação?	4.1.1 - Especifique instrumento de criação:	Nº e data da Lei:	Nº e data do Decreto-Lei:	Nº e data da Decreto:	Nº e data da Portaria:	Nº e data da Resolução:	Nº e data do Ata de Reunião:	Natureza do documento, número e data:	4.2 - O museu possui regimento interno?	4.3 -  O museu possui plano museológico?	6.6 - O museu possui política de aquisição de acervo?	6.7 - O museu possui política de descarte de acervo?
6.25.33.6950	Instituto Aldo Krieger	Privada  	-	Rua Paes Leme	63	 	Centro	88350-220	Brusque	SC	-48.912223	-27.095129	Rua Paes Leme	63	 	    	Centro	88350-220	Brusque	SC	(48) 9972-1735	ckrieger46@hotmail.com	www.iak.org.br	NULL	NULL	NULL	3	NULL	NULL	6	7	NULL	NULL	História	2003	Aberto	14:00 - 18:00	14:00 - 18:00	14:00 - 18:00	14:00 - 18:00	14:00 - 18:00	Mediante agendamento	Mediante agendamento	N	 	Sim	Não	Não	Não	Sim	Não	Sim	Sim	150	S	N	N/A	N/A	N/A	N/A	Não	N/A	N/A	N/A	N/A	N	N	N	N/A	N	N/A	Não	N/A	N/A	N/A	N/A	N	N/A	N	S	S	S	S	5745094000141	Museu	N/A	Não	N/A	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Sim	Outro	N/A	N/A	N/A	N/A	N/A	N/A	ESTATUTO SOCIAL 	Sim	Não	Não	Não
6.25.35.0236	Santuário do Caraça	Outra  	-	Rua da Sampaias	s/n	-	Zona Rural	35960-000	Catas Altas	MG	-43.406531	-20.073884	Rua da Sampaias	s/n	-	    	Zona Rural	35960-000	Catas Altas	MG	(31) 3837-2698 / (31) 3837-1939	pousadadocaraca@hotmail.com	www.santuariodocaraca.com.br	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-	1968	Aberto	07:00 - 17:00	07:00 - 17:00	07:00 - 17:00	07:00 - 17:00	08:00 - 17:00	08:00 - 17:00	08:00 - 17:00	N	0	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
6.25.45.0383	Museu de Som e Imagem	Pública Municipal  	-	Rua Padre Valderi	364	    	Centro	62595-000	Cruz	CE	-40.176345	-2.918497	Rua Padre Valderi	364	    	    	Centro	62595-000	Cruz	CE	(88) 3660-1260 / (88) 9915-7890 (Evaldo-Coordenador de cultura) / (88) 9946-5349 (Esposa do coordenador) / (88) 9639-6121 (Lalinha)	bibliotecacruz@hotmail.com	  -  	NULL	NULL	NULL	3	NULL	NULL	6	7	NULL	NULL	-	1987	Aberto	08:00 - 12:00 / 13:00 - 21:00	08:00 - 12:00 / 13:00 - 21:00	08:00 - 12:00 / 13:00 - 21:00	08:00 - 12:00 / 13:00 - 21:00	08:00 - 12:00 / 13:00 - 21:00	08:00 - 11:00	Não abre	N	0	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
6.25.85.7100	Fortaleza Nossa Senhora dos Prazeres	Pública Federal  	-	Ilha do Mel	s/n	Acesso com barcos por Pontal do Paraná ou Paranaguá.	  -  	80000-000	Paranaguá	PR	-48.523004	-25.51657	Rua Quinze de Novembro	499	Casa Ceci	-	Centro Histórico	83203-010	Paranaguá	PR	(41) 3264-7971	  -  	  -  	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-	-	Aberto	  -      	  -      	  -      	  -      	  -      	  -      	  -      	N	0	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
6.25.92.5956	Museu Histórico de Pará de Minas	Pública Municipal  	-	Avenida Nossa Senhora da Piedade	462	-	Santos Dumont	35660-339	Pará de Minas	MG	-	-	Avenida Nossa Senhora da Piedade	462	-	    	Santos Dumont	35660-339	Pará de Minas	MG	(37) 3237-1333	dine.henrique77@gmail.com	http://dn-com.webnode.com/	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7	NULL	NULL	-	2014	Em implantação	  -      	  -      	  -      	  -      	  -      	  -      	  -      	N	-	-	-	-	-	-	-	-	-	-	S	S	-	-	-	-	-	-	-	-	-	S	N	N	-	S	-	-	-	-	-	-	N	-	N	S	S	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
6.26.27.1058	Museu Gaúcho da Força Expedicionária Brasileira  Marechal Mascarenhas de Moraes	Outra  	-	Praça Carlos Pereira	s/n	-	Centro	97300-000	São Gabriel	RS	-54.31602	-30.327024	Praça Carlos Pereira	s/n	-	    	Centro	97300-000	São Gabriel	RS	(55) 3232-5378 / (55) 9945-2641	mg-feb@bol.com.br	https://www.facebook.com/museugauchodafebsg?fref=ts	NULL	NULL	NULL	NULL	NULL	NULL	6	NULL	NULL	NULL	História	1978	Aberto	13:30 - 17:30	8:30 - 11:30 / 13:30 - 17:30	8:30 - 11:30 / 13:30 - 17:30	8:30 - 11:30 / 13:30 - 17:30	8:30 - 11:30 / 13:30 - 17:30	13:30 - 17:30	Não abre	N	-	Não	Sim	Não	Não	Não	Não	Sim	Não	N/A	S	S	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	N	S	N	Não	S	Sim	Não	N/A	N/A	N/A	N/A	N	N/A	N	S	N	S	N	08366243/0001-50	Museu	N/A	Sim	Sim	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui SOMENTE exposição de longa duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Não	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Sim	Sim	Sim	Sim
6.26.41.1464	Museu Casa de Rondon	Pública Municipal  	-	Avenida Tancredo Neves	s/n	-	Aeroporto	76980-000	Vilhena	RO	-	-	Avenida Tancredo Neves	s/n	-	-	Aeroporto	76980-000	Vilhena	RO	(69) 8428-1281	fundacaoculturaldevilhena@gmail.com	  -  	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	História	1988	Fechado	  -      	  -      	  -      	  -      	  -      	  -      	  -      	N	-	Não	Não	Não	Não	Não	Não	Não	Não	N/A	N	N	N/A	N/A	N/A	N/A	Não	N/A	N/A	N/A	N/A	N	N	N	N/A	N	N/A	Não	N/A	N/A	N/A	N/A	N	N/A	N	S	N	N	N	17390962000105	Museu	N/A	Não	N/A	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	NÃO realiza exposições	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Sim	Lei	não informado	N/A	N/A	N/A	N/A	N/A	N/A	Não	Não	Não	Não
6.26.54.0276	Museu Comendador José Dias de Andrade	Não informada  	-	Rua Coronel Cândido de Souza Dias	s/n	    	Centro	37820-000	Arceburgo	MG	-46.93863	-21.363911	Rua Coronel Cândido de Souza Dias	s/n	    	    	Centro	37820-000	Arceburgo	MG	  -  	  -  	  -  	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-	-	Aberto	  -      	  -      	  -      	  -      	  -      	  -      	  -      	N	0	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
6.26.97.4010	Museu Municipal Dico Quirino	Pública Municipal  	-	Avenida Cel. Augusto Correa da Costa	755	-	Centro	79500-000	Paranaíba	MS	-51.181842	-19.6763	Avenida Coronel Augusto Correa da Costa	755	-	    	Centro	79500-000	Paranaíba	MS	(67) 3669-0040 / (67) 8175-1003	cultura.parnaiba.ms@gmail.com	  -  	NULL	NULL	NULL	NULL	NULL	NULL	6	NULL	NULL	NULL	História	2001	Aberto	07:00 - 16:00	07:00 - 16:00	07:00 - 16:00	07:00 - 16:00	07:00 - 16:00	Não abre	Não abre	N	-	Não	Sim	Não	Não	Não	Não	Sim	Não	N/A	S	N	N/A	N/A	N/A	N/A	Não	N/A	N/A	N/A	N/A	N	N	N	N/A	N	N/A	Não	N/A	N/A	N/A	N/A	N	N/A	N	S	S	N	N	03.343.118/0001-00	Museu	N/A	Sim	Sim	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Sim	Decreto-Lei	N/A	040/2001	N/A	N/A	N/A	N/A	N/A	Não	Não	Não	Não
6.27.04.8717	Museu Municipal Ricardo Martins Szsesz Filho	Pública Municipal  	-	Praça Caetano Munhoz da Rocha	s/n	Prédio	Centro	84240-000	Piraí do Sul	PR	-	-	Rua XV de Novembro	195	Prédio	-	Centro	84240-000	Piraí do Sul	PR	(42) 3237-1628	setur@piraidosul.pr.gov.br; eb_curi@uol.com.br	  -  	1	2	NULL	3	NULL	5	6	7	NULL	NULL	História	1994	Aberto	09:00 - 11:00 / 13:00 - 17:00	09:00 - 11:00 / 13:00 - 17:00	09:00 - 11:00 / 13:00 - 17:00	09:00 - 11:00 / 13:00 - 17:00	09:00 - 11:00 / 13:00 - 17:00	Não abre	Não abre	N	0	Não	Não	Não	Não	Não	Não	Sim	Não	N/A	S	N	N/A	N/A	N/A	N/A	Sim	Não	Não	Não	Sim	N	N	N	Não	N	Não	Não	N/A	N/A	N/A	N/A	N	N/A	N	N	N	N	N	77.001.329/0001-00	Museu	N/A	Sim	Sim	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Sim	Lei	945/94 DE 12/05/1994	N/A	N/A	N/A	N/A	N/A	N/A	Não	Não	Não	Não
6.27.24.9243	Centro Culltural Banco do Nordeste - Sousa	Pública Federal  	-	Rua Coronel José Gomes de Sá	7	    	Centro	58800-050	Sousa	PB	-38.230429	-6.758757	Rua Coronel José Gomes de Sá	7	    	    	Centro	58800-050	Sousa	PB	(83) 3522-2980	cultura@bnb.gov.br	  -  	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-	2007	Aberto	Não abre	13:00 - 21:00	13:00 - 21:00	13:00 - 21:00	13:00 - 21:00	14:00 - 22:00	Não abre	N	0	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
6.27.52.3030	Museu Ferroviário Regional de Bauru	Pública Municipal  	-	Rua Primeiro de Agosto - Quadra 1	s/n	-	Centro	17010-010	Bauru	SP	-	-	Rua Primeiro de Agosto - Quadra 1	s/n	-	    	Centro	17010-010	Bauru	SP	(14) 3212-8262	museuferroviario@bauru.sp.gov.br	https://www.facebook.com/pages/Museu-Ferrovi%C3%A1rio-Regional-de-Bauru-MFRB/322382447933525	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Meios de Comunicação e de Transporte	1989	Aberto	08:30 - 17:00	08:30 - 17:00	08:30 - 17:00	08:30 - 17:00	08:30 - 17:00	08:30 - 13:30	Não abre	N	-	Sim	Sim	Não	Não	Não	Não	Sim	Sim	50	S	N	N/A	N/A	N/A	N/A	Sim	Não	Não	Sim	Não	N	S	N	Não	S	Não	Não	N/A	N/A	N/A	N/A	N	N/A	N	S	S	N	N	547021210001-04	Museu	N/A	Não	N/A	Tradicional/Clássico	Acervo compartilhado entre órgãos/setores da mesma entidade mantenedora	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Sim	Lei	1425 de 11/7/1969	N/A	N/A	N/A	N/A	N/A	N/A	Sim	Sim	Sim	Não
6.27.59.8596	Museu Técnico Científico do Instituto Oscar Freire (Universidade de São Paulo)	Pública Estadual  	-	Rua Teodoro Sampaio	115	Prédio do Instituto Oscar Freire - FMUSP, Sala Estácio Lima	Cerqueira César	05405-000	São Paulo	SP	-46.672618	-23.554662	Rua Teodoro Sampaio	115	Prédio do Instituto Oscar Freire - FMUSP, Sala Estácio Lima	    	Cerqueira César	05405-000	São Paulo	SP	(11) 3061-8419	  -  	  -  	NULL	2	NULL	3	4	5	6	NULL	NULL	NULL	-	1929	Aberto	09:00 - 13:00	09:00 - 13:00	09:00 - 13:00	09:00 - 13:00	09:00 - 13:00	Não abre	Não abre	N	0	-	-	-	-	-	-	-	-	-	S	N	-	-	-	-	-	-	-	-	-	N	N	N	-	S	-	-	-	-	-	-	N	-	N	S	S	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
6.27.60.0505	Museu Arqueológico do Parque Estadual de Vila Rica do Espírito Santo	Pública Estadual  	-	Rua Antônio Simões	s/n	Estrada do Porto Velho	Zona Periférica da Sede do Município	86950-000	Fênix	PR	-51.98102	-23.914021	Rua Antônio Simões	s/n	Estrada do Porto Velho	    	Zona Periférica da Sede do Município	86950-000	Fênix	PR	(44) 3272-1352	  -  	  -  	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-	-	Aberto	Não abre	08:00 - 17:00	08:00 - 17:00	08:00 - 17:00	08:00 - 17:00	13:00 - 17:00	13:00 - 17:00	N	0	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
6.27.69.5358	Museu de Arte Sacra do Convento de Santo Antônio	Outra  	-	Praça São Francisco	s/n	    	Centro	58010-650	João Pessoa	PB	-34.864441	-7.115496	Praça São Francisco	s/n	    	    	Centro	58010-650	João Pessoa	PB	(83) 3218-4505	ccsaofrancisco@uol.com.br	  -  	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-	1990	Aberto	Não abre	09:00 - 12:00 / 14:00 - 17:00	09:00 - 12:00 / 14:00 - 17:00	09:00 - 12:00 / 14:00 - 17:00	09:00 - 12:00 / 14:00 - 17:00	09:00 - 12:00 / 14:00 - 17:00	09:00 - 12:00 / 14:00 - 17:00	N	0	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
6.28.39.0300	Museu Vivo de História Local da Faculdade de Ciências Humanas de Curvelo	Privada  	-	Avenida JK	1441	Sala 23	Jockey Clube	35790-000	Curvelo	MG	-44.43068	-18.753202	Avenida JK	1441	Sala 23	    	Jockey Clube	35790-000	Curvelo	MG	(38) 3722-2600 / (38) 9134-4503	gralvares@bol.com.br	  -  	NULL	2	NULL	3	4	5	6	7	NULL	NULL	História	2000	Aberto	19:00 - 21:00	Mediante agendamento 	Mediante agendamento 	19:00 - 21:00	19:00 - 21:00	Mediante agendamento 	Não abre	N	 	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	140	S	N	N/A	N/A	N/A	N/A	Não	N/A	N/A	N/A	N/A	N	N	N	N/A	N	N/A	Não	N/A	N/A	N/A	N/A	N	N/A	N	S	S	S	S	10.579.186/0001-39	Museu	N/A	Não	N/A	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui SOMENTE exposição de longa duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Sim	Outro	N/A	N/A	N/A	N/A	N/A	N/A	Projeto Museu vivo de História Local - ano : 2000	Não	Não	Sim	Sim
6.28.46.6948	Museu Histórico Emílio da Silva	Pública Municipal  	-	Rua Marechal Deodoro da Fonseca	137	 	Centro	89251-700	Jaraguá do Sul	SC	-49.126289	-26.368533	Rua Marechal Deodoro da Fonseca	137	 	    	Centro	89251-700	Jaraguá do Sul	SC	(47) 3371-8346 / (47) 3372-8346	museuhistorico@jaraguadosul.com.br	www.jaraguadosul.sc.gov.br/museu-emilio-da-silva-apresentacao	NULL	NULL	NULL	NULL	NULL	NULL	6	NULL	NULL	NULL	História	2001	Aberto	07:30 - 11:30 / 13:00 - 16:30	07:30 - 13:00 	07:30 - 13:00 	07:30 - 13:00 	Não abre 	09:00 - 12:00	Não abre 	N	-	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	60	S	S	N/A	N/A	N/A	N/A	Não	N/A	N/A	N/A	N/A	N	N	N	N/A	S	N/A	Não	N/A	N/A	N/A	N/A	N	N/A	N	S	N	S	S	83785014/0001-95	Museu	N/A	Sim	Sim	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Sim	Sim	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Sim	Decreto	N/A	N/A	Decreto nº 9.018 de 05/12/2012 	N/A	N/A	N/A	N/A	Sim	Não	Não	Sim
6.28.72.2904	Museu Municipal de História Natural Hortêncio Pereira da Silva Júnior	Pública Municipal  	-	Rua Ribeiro de Barros	62	 	Centro	13970-350	Itapira	SP	-46.821003	-22.43854	Rua Ribeiro de Barros	62	 	    	Centro	13970-350	Itapira	SP	(19) 3843-4317	contato@museunatural.itapira.sp.gov.br	www.museunatural.itapira.sp.gov.br	NULL	NULL	NULL	NULL	4	NULL	NULL	NULL	NULL	NULL	-	1999	Aberto	08:00 - 17:00	08:00 - 17:00	08:00 - 17:00	08:00 - 17:00	08:00 - 17:00	08:00 - 12:00	13:00 - 17:00	N	0	-	-	-	-	-	-	-	-	-	S	N	-	-	-	-	-	-	-	-	-	N	S	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
6.28.75.5053	Parque Estadual do Prosa	Pública Estadual  	-	Rua Desembargador Leão Neto do Carmo	s/n	Setor 3, Quadra 3	Parque dos Poderes	79031-902	Campo Grande	MS	-54.62116	-20.456597	Avenida Mato Grosso	s/n	Parque do Prosa	-	Parque dos Poderes	79031-902	Campo Grande	MS	(67) 3326-1370 	parquedoprosa@hotmail.com	  -  	NULL	NULL	NULL	NULL	4	NULL	NULL	NULL	NULL	NULL	Ciências Exatas, da Terra, Biológicas e da Saúde	1982	Aberto	  -      	  -      	  -      	  -      	  -      	  -      	  -      	N	-	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N	N	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N	N	N	N/A	N	N/A	N/A	N/A	N/A	N/A	N/A	N	N/A	N	N	N	N	N	02386443/0001-98	Centro Cultural	N/A	Sim	Sim	Unidade de Conservação da Natureza (Parque, Reserva, Floresta, etc.)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	Proteção Integral	Parque	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6.28.83.8244	Museu Municipal da Estância de Socorro Doutor João Batista Gomes Ferraz	Pública Municipal  	-	Antônio Leopoldino	185	 	Centro	13960-000	Socorro	SP	-	-	Antônio Leopoldino	185	 	    	Centro	13960-000	Socorro	SP	(19) 3895-3025	museu@socorro.sp.gov.br	 https://www.facebook.com/museu.socorro	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	História	1989	Aberto	08:30 - 17:00	08:30 - 17:00	08:30 - 17:00	08:30 - 17:00	08:30 - 17:00	09:00 - 17:00	Não abre	N	 	Sim	Não	Sim	Não	Não	Não	Sim	Sim	não informado	S	S	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	S	S	S	Não	S	Sim	Não	N/A	N/A	N/A	N/A	N	N/A	N	S	S	N	N	46.444.063/0001-38	Museu	N/A	Sim	Não	Tradicional/Clássico	Possui acervo próprio	N/A	N/A	Possui exposição de longa duração e realiza exposições de curta duração	Não	N/A	N/A	N/A	Não	Não	Não	-	Não	Não	N/A	N/A	N/A	Para público em geral	Não	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Não	Não	Sim	Não
6.28.99.3064	Casa de Cultura Dona Ezy - Museu Remigense	Pública Municipal  	-	Rua Flávio Ribeiro Coutinho	s/n	-	Centro	58398-000	Remígio	PB	-	-	Rua Flávio Ribeiro Coutinho	s/n	-	    	Centro	58398-000	Remígio	PB	(83) 9630-5400	  -  	  -  	NULL	NULL	NULL	NULL	NULL	NULL	6	NULL	NULL	NULL	-	2008	Aberto	08:00 - 22:00  	08:00 - 22:00  	08:00 - 22:00  	08:00 - 22:00  	08:00 - 22:00  	Não abre	Não abre	N	-	-	-	-	-	-	-	-	-	-	N	S	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	S	S	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
6.29.01.8870	Espaço Grupo RBS	Privada  	-	Avenida Érico Veríssimo	400	    	  -  	90160-180	Porto Alegre	RS	-51.218014	-30.050004	Avenida Érico Veríssimo	400	    	    	    	90160-180	Porto Alegre	RS	(51) 3218-6480	  -  	www.gruporbs.com.br	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-	1987	Aberto	10:00 - 17:00	10:00 - 17:00	10:00 - 17:00	10:00 - 17:00	10:00 - 17:00	Não abre	Não abre	N	0	-	-	-	-	-	-	-	-	-	N	N	-	-	-	-	-	-	-	-	-	N	N	N	-	N	-	-	-	-	-	-	N	-	N	N	N	N	N	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
